basket_product_unit_id,basket_id,product_id,product_name,product_quantity,product_unit_price,product_total_price
2418,380,161,Profesyonel Fotoğraf Makinesi - 161,1,705.0912902490136,705.0912902490136
2419,380,131,Solar Şarj Cihazı E - 131,3,335.7064077639264,1007.1192232917792
2420,381,31,Suç ve Ceza Kitabı M - 31,1,711.229607973044,711.229607973044
2421,381,128,Slim Fit Jeans - 128,3,651.947241275198,1955.8417238255943
2422,381,49,Klasik Roman - 49,2,484.7725321809304,969.5450643618608
2423,381,185,Yüksek Performanslı Laptop C - 185,3,561.6211511129652,1684.8634533388956
2424,381,129,Omega-3 Kapsül - 129,1,103.1652369731076,103.1652369731076
2425,381,84,Multi-Vitamin Takviyesi - 84,1,213.34072365069474,213.34072365069474
2426,381,98,Yapay Zeka Kitabı N - 98,3,558.458919256938,1675.376757770814
2427,381,35,Solar Şarj Cihazı E - 35,2,52.10486621713901,104.20973243427802
2428,381,87,Modern Kitaplık - 87,1,384.47487327956617,384.47487327956617
2429,381,12,Kamp Sandalyesi L - 12,2,535.4478839118046,1070.8957678236093
2430,381,143,Portable SSD 1TB - 143,1,916.6922965804075,916.6922965804075
2431,381,24,Kamp Çadırı - 24,1,690.7184688533858,690.7184688533858
2432,382,55,Organik Pamuklu T-Shirt - 55,1,670.8924402381402,670.8924402381402
2433,382,19,Konforlu Koltuk Takımı - 19,3,852.8063538203303,2558.4190614609906
2434,382,200,Kamp Sandalyesi L - 200,1,313.512494830071,313.512494830071
2435,382,146,Kişisel Gelişim Kitabı - 146,1,251.8652876529594,251.8652876529594
2436,382,21,Doğal Sabun - 21,2,305.3510676660038,610.7021353320076
2437,383,46,Waterproof Bluetooth Speaker - 46,1,908.6514239805949,908.6514239805949
2438,383,101,Bitkisel Şampuan - 101,2,800.7642645598057,1601.5285291196114
2439,383,193,Pamuklu Gömlek F - 193,3,450.17268166329256,1350.5180449898776
2440,383,48,Kamp Sandalyesi L - 48,1,155.9751260558166,155.9751260558166
2441,383,170,Bahçe Makası R - 170,1,949.6702911278259,949.6702911278259
2442,383,113,Anti-Aging Krem - 113,3,770.610200979925,2311.830602939775
2443,383,162,Kamp Sandalyesi L - 162,2,95.68029701831999,191.36059403663998
2444,383,76,Robot Vacuum Cleaner - 76,2,590.7068633155924,1181.4137266311848
2445,383,14,Kamp Sandalyesi L - 14,2,802.2883629098791,1604.5767258197582
2446,383,99,Bahçe Makası R - 99,2,468.64991551181475,937.2998310236295
2447,383,129,Omega-3 Kapsül - 129,3,103.1652369731076,309.4957109193228
2448,383,95,Klasik Roman - 95,2,583.8207370966206,1167.6414741932413
2449,383,96,Akıllı Telefon A - 96,3,546.3767512221127,1639.1302536663381
2450,383,116,Suç ve Ceza Kitabı M - 116,2,128.3649121968628,256.7298243937256
2451,383,152,Modern Kitaplık - 152,2,822.3491272949916,1644.6982545899832
2452,384,173,Kadın Elbise G - 173,1,953.7293384895578,953.7293384895578
2453,384,139,C Vitamini Takviyesi P - 139,1,72.4606877007042,72.4606877007042
2454,385,74,Multi-Vitamin Takviyesi - 74,1,825.2765443667378,825.2765443667378
2455,385,139,C Vitamini Takviyesi P - 139,1,72.4606877007042,72.4606877007042
2456,385,183,Akıllı Telefon A - 183,1,378.4726371280279,378.4726371280279
2457,385,27,Akıllı Telefon A - 27,2,687.8486199609941,1375.6972399219883
2458,385,117,Wireless Gaming Mouse - 117,2,504.0245242586772,1008.0490485173544
2459,385,95,Klasik Roman - 95,1,583.8207370966206,583.8207370966206
2460,385,50,Doğal Sabun - 50,2,791.2172659147149,1582.4345318294297
2461,385,63,Klasik Roman - 63,3,781.296809905242,2343.890429715726
2462,385,161,Profesyonel Fotoğraf Makinesi - 161,2,705.0912902490136,1410.1825804980272
2463,385,91,Organik Pamuklu T-Shirt - 91,3,699.8609843727506,2099.5829531182517
2464,385,97,Kamp Çadırı - 97,2,467.6868687896772,935.3737375793544
2465,385,191,Modern Kitaplık - 191,1,466.257883564774,466.257883564774
2466,385,125,Smart Fitness Tracker - 125,2,326.51771932986145,653.0354386597229
2467,385,135,Yatak Odası Lambası - 135,2,877.2351974097155,1754.470394819431
2468,385,104,Fütüristik Mutfak Robotu J - 104,1,649.3651108217312,649.3651108217312
2469,386,177,Pamuklu Gömlek F - 177,1,688.576360864381,688.576360864381
2470,386,166,Ahşap Yemek Masası - 166,3,170.2643489906603,510.79304697198086
2471,386,156,Kişisel Gelişim Kitabı - 156,1,420.7660981090508,420.7660981090508
2472,386,6,Akıllı Telefon A - 6,2,334.8682990484662,669.7365980969324
2473,386,188,Bitkisel Şampuan - 188,1,222.03115551668057,222.03115551668057
2474,386,83,Noise Cancelling Headphones - 83,3,847.7674440813375,2543.3023322440126
2475,386,196,Portable SSD 1TB - 196,3,232.2649632503317,696.7948897509951
2476,387,81,Bilim Kurgu Kitabı - 81,1,483.98297393696504,483.98297393696504
2477,387,199,Nemlendirici Serum - 199,2,217.97377552535485,435.9475510507097
2478,387,93,Slim Fit Jeans - 93,2,768.8171105257526,1537.6342210515052
2479,387,91,Organik Pamuklu T-Shirt - 91,2,699.8609843727506,1399.7219687455013
2480,387,110,Doğal Sabun - 110,2,364.1159177804146,728.2318355608292
2481,388,119,Wireless Gaming Mouse - 119,2,558.1252919118301,1116.2505838236602
2482,388,161,Profesyonel Fotoğraf Makinesi - 161,3,705.0912902490136,2115.2738707470407
2483,388,94,Portable SSD 1TB - 94,2,150.07180399873184,300.1436079974637
2484,388,148,Klasik Roman - 148,3,679.0964335076915,2037.2893005230744
2485,388,101,Bitkisel Şampuan - 101,1,800.7642645598057,800.7642645598057
2486,388,78,Kamp Çadırı - 78,1,1009.5002277310275,1009.5002277310275
2487,388,56,Bağışıklık Güçlendirici - 56,3,618.1784618674382,1854.5353856023144
2488,388,25,Omega-3 Kapsül - 25,3,512.4238514017576,1537.2715542052729
2489,388,85,Multi-Vitamin Takviyesi - 85,2,131.04860107299396,262.0972021459879
2490,388,76,Robot Vacuum Cleaner - 76,2,590.7068633155924,1181.4137266311848
2491,388,176,Yapay Zeka Kitabı N - 176,3,441.72446428913446,1325.1733928674034
2492,389,12,Kamp Sandalyesi L - 12,3,535.4478839118046,1606.343651735414
2493,389,190,Bahçe Makası R - 190,1,454.79984707958096,454.79984707958096
2494,389,22,Yatak Odası Lambası - 22,1,939.9867405224381,939.9867405224381
2495,389,89,Yatak Odası Lambası - 89,2,263.78005591045144,527.5601118209029
2496,389,154,Cilt Temizleyici O - 154,1,87.95625592035756,87.95625592035756
2497,390,105,Klasik Roman - 105,3,630.2251122815679,1890.675336844704
2498,390,52,Fütüristik Mutfak Robotu J - 52,1,627.9537807693321,627.9537807693321
2499,390,26,Kişisel Gelişim Kitabı - 26,2,599.3090150351785,1198.618030070357
2500,390,133,Waterproof Bluetooth Speaker - 133,2,449.4906176989599,898.9812353979198
2501,390,73,Konforlu Koltuk Takımı - 73,1,628.1817687244081,628.1817687244081
2502,390,3,Solar Şarj Cihazı E - 3,3,637.9720726580799,1913.9162179742398
2503,390,167,Çocuk Hikaye Kitabı - 167,2,414.3425474451264,828.6850948902528
2504,390,186,C Vitamini Takviyesi P - 186,3,538.7003577096981,1616.1010731290944
2505,390,111,Doğal Sabun - 111,3,489.19931995775585,1467.5979598732674
2506,390,19,Konforlu Koltuk Takımı - 19,2,852.8063538203303,1705.6127076406606
2507,391,102,Kişisel Gelişim Kitabı - 102,3,1005.2300230436571,3015.690069130971
2508,391,7,Aksiyon Kamerası - 7,2,391.12793904507646,782.2558780901529
2509,391,45,Yoga Topu K - 45,1,388.5246402224853,388.5246402224853
2510,391,47,Suç ve Ceza Kitabı M - 47,2,149.21233030172627,298.42466060345254
2511,391,98,Yapay Zeka Kitabı N - 98,2,558.458919256938,1116.917838513876
2512,392,91,Organik Pamuklu T-Shirt - 91,3,699.8609843727506,2099.5829531182517
2513,392,182,Bahçe Makası R - 182,2,728.4990359020604,1456.9980718041209
2514,392,96,Akıllı Telefon A - 96,1,546.3767512221127,546.3767512221127
2515,392,65,Organik Bal Q - 65,3,272.8771286297746,818.6313858893237
2516,392,137,Nemlendirici Serum - 137,1,1001.5802820210389,1001.5802820210389
2517,392,93,Slim Fit Jeans - 93,3,768.8171105257526,2306.451331577258
2518,393,184,Suç ve Ceza Kitabı M - 184,2,550.8782108934024,1101.7564217868048
2519,393,22,Yatak Odası Lambası - 22,3,939.9867405224381,2819.9602215673144
2520,393,195,Ultra Hafif Tablet B - 195,2,250.5723138874479,501.1446277748958
2521,394,71,Erkek Kot H - 71,2,114.77582381953562,229.55164763907123
2522,394,146,Kişisel Gelişim Kitabı - 146,2,251.8652876529594,503.7305753059188
2523,394,94,Portable SSD 1TB - 94,1,150.07180399873184,150.07180399873184
2524,395,106,Bilim Kurgu Kitabı - 106,1,959.7022085894843,959.7022085894843
2525,395,35,Solar Şarj Cihazı E - 35,3,52.10486621713901,156.31459865141704
2526,395,59,Su Matarası - 59,1,372.18811487240794,372.18811487240794
2527,395,178,Waterproof Bluetooth Speaker - 178,1,569.9706426746842,569.9706426746842
2528,395,30,Kamp Çadırı - 30,1,861.6880719116785,861.6880719116785
2529,395,92,Bitkisel Şampuan - 92,2,100.80441617370846,201.60883234741692
2530,395,122,Multi-Vitamin Takviyesi - 122,2,476.6176835958859,953.2353671917718
2531,395,41,Portable SSD 1TB - 41,3,65.93019188575984,197.79057565727953
2532,395,63,Klasik Roman - 63,2,781.296809905242,1562.593619810484
2533,395,103,Wireless Gaming Mouse - 103,1,107.53375745050803,107.53375745050803
2534,395,15,Profesyonel Fotoğraf Makinesi - 15,2,449.36840458950184,898.7368091790037
2535,396,67,Akıllı Telefon A - 67,2,873.5275262849201,1747.0550525698402
2536,397,40,Kamp Sandalyesi L - 40,3,848.190119665261,2544.570358995783
2537,397,70,Ultra Hafif Tablet B - 70,3,880.3625176967931,2641.0875530903795
2538,397,4,Kadın Elbise G - 4,1,914.6688976215332,914.6688976215332
2539,397,163,4K Kameralı Drone - 163,2,681.9043168191611,1363.8086336383221
2540,397,175,Slim Fit Jeans - 175,3,808.3512620252491,2425.053786075747
2541,397,193,Pamuklu Gömlek F - 193,3,450.17268166329256,1350.5180449898776
2542,397,200,Kamp Sandalyesi L - 200,1,313.512494830071,313.512494830071
2543,397,146,Kişisel Gelişim Kitabı - 146,1,251.8652876529594,251.8652876529594
2544,397,125,Smart Fitness Tracker - 125,2,326.51771932986145,653.0354386597229
2545,397,30,Kamp Çadırı - 30,1,861.6880719116785,861.6880719116785
2546,397,39,Waterproof Bluetooth Speaker - 39,1,433.7560943001114,433.7560943001114
2547,397,156,Kişisel Gelişim Kitabı - 156,1,420.7660981090508,420.7660981090508
2548,397,12,Kamp Sandalyesi L - 12,3,535.4478839118046,1606.343651735414
2549,397,82,Ultra Hafif Tablet B - 82,3,577.5120895518813,1732.536268655644
2550,398,108,Robot Vacuum Cleaner - 108,2,463.4693956917169,926.9387913834338
2551,399,9,Klasik Roman - 9,1,705.6504185844819,705.6504185844819
2552,399,134,Organik Bal Q - 134,3,683.4250484288698,2050.2751452866096
2553,399,157,Aksiyon Kamerası - 157,2,754.1401311285492,1508.2802622570985
2554,400,67,Akıllı Telefon A - 67,3,873.5275262849201,2620.5825788547604
2555,400,17,Noise Cancelling Headphones - 17,1,850.4235607222666,850.4235607222666
2556,400,182,Bahçe Makası R - 182,3,728.4990359020604,2185.4971077061814
2557,400,150,Noise Cancelling Headphones - 150,1,284.27434434284953,284.27434434284953
2558,400,72,Anti-Aging Krem - 72,3,455.699818548259,1367.099455644777
2559,400,121,4K Kameralı Drone - 121,2,112.87355024642893,225.74710049285787
2560,400,194,Probiyotik - 194,3,1030.205027747235,3090.6150832417047
2561,400,11,Probiyotik - 11,1,897.6305838527329,897.6305838527329
2562,400,36,Klasik Roman - 36,3,209.5017293472385,628.5051880417154
2563,400,85,Multi-Vitamin Takviyesi - 85,1,131.04860107299396,131.04860107299396
2564,401,187,Doğal Sabun - 187,1,270.00703312998803,270.00703312998803
2565,401,27,Akıllı Telefon A - 27,2,687.8486199609941,1375.6972399219883
2566,401,41,Portable SSD 1TB - 41,2,65.93019188575984,131.86038377151968
2567,401,164,Anti-Aging Krem - 164,3,793.9838937054192,2381.9516811162575
2568,401,182,Bahçe Makası R - 182,1,728.4990359020604,728.4990359020604
2569,401,98,Yapay Zeka Kitabı N - 98,3,558.458919256938,1675.376757770814
2570,401,12,Kamp Sandalyesi L - 12,3,535.4478839118046,1606.343651735414
2571,401,184,Suç ve Ceza Kitabı M - 184,2,550.8782108934024,1101.7564217868048
2572,402,169,Taşınabilir Projektör - 169,1,299.990641429091,299.990641429091
2573,402,117,Wireless Gaming Mouse - 117,2,504.0245242586772,1008.0490485173544
2574,402,97,Kamp Çadırı - 97,3,467.6868687896772,1403.0606063690316
2575,402,67,Akıllı Telefon A - 67,2,873.5275262849201,1747.0550525698402
2576,402,91,Organik Pamuklu T-Shirt - 91,3,699.8609843727506,2099.5829531182517
2577,402,4,Kadın Elbise G - 4,3,914.6688976215332,2744.0066928645997
2578,402,19,Konforlu Koltuk Takımı - 19,2,852.8063538203303,1705.6127076406606
2579,402,121,4K Kameralı Drone - 121,2,112.87355024642893,225.74710049285787
2580,402,95,Klasik Roman - 95,2,583.8207370966206,1167.6414741932413
2581,402,163,4K Kameralı Drone - 163,2,681.9043168191611,1363.8086336383221
2582,403,156,Kişisel Gelişim Kitabı - 156,2,420.7660981090508,841.5321962181016
2583,403,107,Smart Fitness Tracker - 107,1,712.5894718712676,712.5894718712676
2584,404,85,Multi-Vitamin Takviyesi - 85,1,131.04860107299396,131.04860107299396
2585,404,119,Wireless Gaming Mouse - 119,1,558.1252919118301,558.1252919118301
2586,404,28,Robot Vacuum Cleaner - 28,1,445.76455437812587,445.76455437812587
2587,405,25,Omega-3 Kapsül - 25,2,512.4238514017576,1024.8477028035152
2588,405,173,Kadın Elbise G - 173,1,953.7293384895578,953.7293384895578
2589,405,50,Doğal Sabun - 50,2,791.2172659147149,1582.4345318294297
2590,406,67,Akıllı Telefon A - 67,2,873.5275262849201,1747.0550525698402
2591,406,6,Akıllı Telefon A - 6,1,334.8682990484662,334.8682990484662
2592,406,97,Kamp Çadırı - 97,2,467.6868687896772,935.3737375793544
2593,406,192,Ahşap Yemek Masası - 192,3,922.7811057139799,2768.3433171419397
2594,406,87,Modern Kitaplık - 87,3,384.47487327956617,1153.4246198386986
2595,407,110,Doğal Sabun - 110,1,364.1159177804146,364.1159177804146
2596,407,71,Erkek Kot H - 71,1,114.77582381953562,114.77582381953562
2597,407,75,4K Kameralı Drone - 75,3,397.86790147875655,1193.6037044362697
2598,407,123,Robot Vacuum Cleaner - 123,1,880.8659456553289,880.8659456553289
2599,407,48,Kamp Sandalyesi L - 48,1,155.9751260558166,155.9751260558166
2600,407,58,Çocuk Hikaye Kitabı - 58,2,841.8345044278544,1683.6690088557089
2601,407,86,Bahçe Makası R - 86,1,977.9314431145573,977.9314431145573
2602,407,47,Suç ve Ceza Kitabı M - 47,1,149.21233030172627,149.21233030172627
2603,408,11,Probiyotik - 11,1,897.6305838527329,897.6305838527329
2604,408,118,Anti-Aging Krem - 118,3,915.9468405850733,2747.84052175522
2605,408,62,Aksiyon Kamerası - 62,3,481.49193203582934,1444.475796107488
2606,408,58,Çocuk Hikaye Kitabı - 58,3,841.8345044278544,2525.5035132835633
2607,409,52,Fütüristik Mutfak Robotu J - 52,3,627.9537807693321,1883.8613423079962
2608,409,162,Kamp Sandalyesi L - 162,2,95.68029701831999,191.36059403663998
2609,409,116,Suç ve Ceza Kitabı M - 116,2,128.3649121968628,256.7298243937256
2610,409,14,Kamp Sandalyesi L - 14,3,802.2883629098791,2406.865088729637
2611,409,179,Yapay Zeka Kitabı N - 179,2,689.9646561560189,1379.9293123120378
2612,409,61,Ahşap Yemek Masası - 61,3,453.8325690673699,1361.4977072021097
2613,409,158,Anti-Aging Krem - 158,3,864.3449514182981,2593.0348542548945
2614,409,43,Robot Vacuum Cleaner - 43,3,243.25417384737864,729.7625215421359
2615,410,88,Klasik Roman - 88,1,556.0326750127206,556.0326750127206
2616,410,135,Yatak Odası Lambası - 135,3,877.2351974097155,2631.7055922291465
2617,410,192,Ahşap Yemek Masası - 192,1,922.7811057139799,922.7811057139799
2618,411,85,Multi-Vitamin Takviyesi - 85,2,131.04860107299396,262.0972021459879
2619,411,80,Doğa Yürüyüşü Sırt Çantası - 80,1,632.0695063175484,632.0695063175484
2620,411,71,Erkek Kot H - 71,1,114.77582381953562,114.77582381953562
2621,411,1,Ergonomic Keyboard - 1,2,362.64880423911603,725.2976084782321
2622,411,153,Slim Fit Jeans - 153,2,674.2617850047867,1348.5235700095734
2623,411,60,Kamp Sandalyesi L - 60,1,438.9026378255769,438.9026378255769
2624,411,134,Organik Bal Q - 134,2,683.4250484288698,1366.8500968577396
2625,411,161,Profesyonel Fotoğraf Makinesi - 161,2,705.0912902490136,1410.1825804980272
2626,411,144,Ultra Hafif Tablet B - 144,2,518.1681007984189,1036.3362015968378
2627,412,190,Bahçe Makası R - 190,1,454.79984707958096,454.79984707958096
2628,412,41,Portable SSD 1TB - 41,2,65.93019188575984,131.86038377151968
2629,412,155,Konforlu Koltuk Takımı - 155,1,947.700027812887,947.700027812887
2630,412,121,4K Kameralı Drone - 121,3,112.87355024642893,338.6206507392868
2631,412,150,Noise Cancelling Headphones - 150,3,284.27434434284953,852.8230330285486
2632,412,137,Nemlendirici Serum - 137,3,1001.5802820210389,3004.740846063117
2633,413,150,Noise Cancelling Headphones - 150,3,284.27434434284953,852.8230330285486
2634,413,118,Anti-Aging Krem - 118,3,915.9468405850733,2747.84052175522
2635,413,87,Modern Kitaplık - 87,3,384.47487327956617,1153.4246198386986
2636,413,32,Bitkisel Şampuan - 32,1,497.1565637078938,497.1565637078938
2637,413,190,Bahçe Makası R - 190,3,454.79984707958096,1364.3995412387428
2638,413,158,Anti-Aging Krem - 158,1,864.3449514182981,864.3449514182981
2639,413,55,Organik Pamuklu T-Shirt - 55,2,670.8924402381402,1341.7848804762805
2640,413,24,Kamp Çadırı - 24,1,690.7184688533858,690.7184688533858
2641,413,33,Deri Cüzdan - 33,3,769.8619127339495,2309.5857382018485
2642,413,194,Probiyotik - 194,1,1030.205027747235,1030.205027747235
2643,414,69,Doğal Sabun - 69,3,222.09441584349017,666.2832475304705
2644,414,20,Bağışıklık Güçlendirici - 20,1,474.9055265877765,474.9055265877765
2645,414,194,Probiyotik - 194,3,1030.205027747235,3090.6150832417047
2646,414,144,Ultra Hafif Tablet B - 144,2,518.1681007984189,1036.3362015968378
2647,414,185,Yüksek Performanslı Laptop C - 185,2,561.6211511129652,1123.2423022259304
2648,414,161,Profesyonel Fotoğraf Makinesi - 161,1,705.0912902490136,705.0912902490136
2649,414,164,Anti-Aging Krem - 164,2,793.9838937054192,1587.9677874108384
2650,414,118,Anti-Aging Krem - 118,3,915.9468405850733,2747.84052175522
2651,415,87,Modern Kitaplık - 87,3,384.47487327956617,1153.4246198386986
2652,415,68,Slim Fit Jeans - 68,3,409.6848711057652,1229.0546133172957
2653,415,179,Yapay Zeka Kitabı N - 179,3,689.9646561560189,2069.8939684680568
2654,416,11,Probiyotik - 11,1,897.6305838527329,897.6305838527329
2655,416,69,Doğal Sabun - 69,2,222.09441584349017,444.18883168698034
2656,416,194,Probiyotik - 194,3,1030.205027747235,3090.6150832417047
2657,416,37,Bitkisel Şampuan - 37,1,183.11434189129434,183.11434189129434
2658,416,80,Doğa Yürüyüşü Sırt Çantası - 80,1,632.0695063175484,632.0695063175484
2659,416,12,Kamp Sandalyesi L - 12,2,535.4478839118046,1070.8957678236093
2660,417,159,Slim Fit Jeans - 159,1,850.2094077812536,850.2094077812536
2661,417,169,Taşınabilir Projektör - 169,1,299.990641429091,299.990641429091
2662,417,140,Bağışıklık Güçlendirici - 140,3,427.5263566036152,1282.5790698108458
2663,417,77,Doğal Sabun - 77,2,681.1378426649893,1362.2756853299786
2664,417,154,Cilt Temizleyici O - 154,1,87.95625592035756,87.95625592035756
2665,417,171,4K Kameralı Drone - 171,1,786.0959533274704,786.0959533274704
2666,417,44,Konforlu Koltuk Takımı - 44,3,533.2485159229832,1599.7455477689496
2667,417,72,Anti-Aging Krem - 72,3,455.699818548259,1367.099455644777
2668,417,81,Bilim Kurgu Kitabı - 81,2,483.98297393696504,967.9659478739301
2669,417,178,Waterproof Bluetooth Speaker - 178,1,569.9706426746842,569.9706426746842
2670,417,6,Akıllı Telefon A - 6,2,334.8682990484662,669.7365980969324
2671,417,55,Organik Pamuklu T-Shirt - 55,1,670.8924402381402,670.8924402381402
2672,418,186,C Vitamini Takviyesi P - 186,3,538.7003577096981,1616.1010731290944
2673,418,194,Probiyotik - 194,1,1030.205027747235,1030.205027747235
2674,418,150,Noise Cancelling Headphones - 150,2,284.27434434284953,568.5486886856991
2675,418,90,Slim Fit Jeans - 90,3,240.562360202159,721.687080606477
2676,418,60,Kamp Sandalyesi L - 60,3,438.9026378255769,1316.7079134767307
2677,418,112,Su Matarası - 112,3,343.10480888610846,1029.3144266583254
2678,418,169,Taşınabilir Projektör - 169,1,299.990641429091,299.990641429091
2679,418,192,Ahşap Yemek Masası - 192,2,922.7811057139799,1845.5622114279597
2680,418,46,Waterproof Bluetooth Speaker - 46,3,908.6514239805949,2725.954271941785
2681,419,163,4K Kameralı Drone - 163,3,681.9043168191611,2045.7129504574832
2682,419,183,Akıllı Telefon A - 183,3,378.4726371280279,1135.4179113840837
2683,419,68,Slim Fit Jeans - 68,2,409.6848711057652,819.3697422115304
2684,419,12,Kamp Sandalyesi L - 12,3,535.4478839118046,1606.343651735414
2685,419,51,Bağışıklık Güçlendirici - 51,2,54.031697080468575,108.06339416093715
2686,419,92,Bitkisel Şampuan - 92,2,100.80441617370846,201.60883234741692
2687,419,182,Bahçe Makası R - 182,3,728.4990359020604,2185.4971077061814
2688,420,31,Suç ve Ceza Kitabı M - 31,3,711.229607973044,2133.688823919132
2689,420,65,Organik Bal Q - 65,1,272.8771286297746,272.8771286297746
2690,420,64,Slim Fit Jeans - 64,1,964.4597535002962,964.4597535002962
2691,421,167,Çocuk Hikaye Kitabı - 167,1,414.3425474451264,414.3425474451264
2692,421,158,Anti-Aging Krem - 158,3,864.3449514182981,2593.0348542548945
2693,421,162,Kamp Sandalyesi L - 162,1,95.68029701831999,95.68029701831999
2694,421,68,Slim Fit Jeans - 68,3,409.6848711057652,1229.0546133172957
2695,421,114,Su Matarası - 114,3,739.2444424267917,2217.7333272803753
2696,421,7,Aksiyon Kamerası - 7,1,391.12793904507646,391.12793904507646
2697,421,126,Organik Pamuklu T-Shirt - 126,3,229.74573489847577,689.2372046954273
2698,421,104,Fütüristik Mutfak Robotu J - 104,3,649.3651108217312,1948.0953324651935
2699,421,84,Multi-Vitamin Takviyesi - 84,3,213.34072365069474,640.0221709520843
2700,421,194,Probiyotik - 194,3,1030.205027747235,3090.6150832417047
2701,422,71,Erkek Kot H - 71,2,114.77582381953562,229.55164763907123
2702,422,1,Ergonomic Keyboard - 1,2,362.64880423911603,725.2976084782321
2703,422,83,Noise Cancelling Headphones - 83,2,847.7674440813375,1695.534888162675
2704,422,144,Ultra Hafif Tablet B - 144,2,518.1681007984189,1036.3362015968378
2705,422,27,Akıllı Telefon A - 27,2,687.8486199609941,1375.6972399219883
2706,422,56,Bağışıklık Güçlendirici - 56,2,618.1784618674382,1236.3569237348763
2707,422,14,Kamp Sandalyesi L - 14,3,802.2883629098791,2406.865088729637
2708,423,143,Portable SSD 1TB - 143,3,916.6922965804075,2750.0768897412227
2709,423,150,Noise Cancelling Headphones - 150,2,284.27434434284953,568.5486886856991
2710,423,23,Robot Vacuum Cleaner - 23,3,236.6518413438888,709.9555240316664
2711,423,34,Kadın Elbise G - 34,1,172.69059663208105,172.69059663208105
2712,423,122,Multi-Vitamin Takviyesi - 122,3,476.6176835958859,1429.8530507876578
2713,423,158,Anti-Aging Krem - 158,2,864.3449514182981,1728.6899028365963
2714,423,172,Yüksek Performanslı Laptop C - 172,2,51.672666754855115,103.34533350971023
2715,423,49,Klasik Roman - 49,2,484.7725321809304,969.5450643618608
2716,424,163,4K Kameralı Drone - 163,1,681.9043168191611,681.9043168191611
2717,424,46,Waterproof Bluetooth Speaker - 46,2,908.6514239805949,1817.3028479611899
2718,424,171,4K Kameralı Drone - 171,1,786.0959533274704,786.0959533274704
2719,424,54,Konforlu Koltuk Takımı - 54,2,783.1582950408088,1566.3165900816175
2720,425,118,Anti-Aging Krem - 118,1,915.9468405850733,915.9468405850733
2721,425,186,C Vitamini Takviyesi P - 186,1,538.7003577096981,538.7003577096981
2722,425,16,Suç ve Ceza Kitabı M - 16,2,62.40158220976528,124.80316441953056
2723,425,29,Ergonomic Keyboard - 29,1,447.40114273134344,447.40114273134344
2724,426,84,Multi-Vitamin Takviyesi - 84,3,213.34072365069474,640.0221709520843
2725,426,113,Anti-Aging Krem - 113,1,770.610200979925,770.610200979925
2726,426,131,Solar Şarj Cihazı E - 131,2,335.7064077639264,671.4128155278528
2727,426,121,4K Kameralı Drone - 121,3,112.87355024642893,338.6206507392868
2728,426,4,Kadın Elbise G - 4,3,914.6688976215332,2744.0066928645997
2729,426,85,Multi-Vitamin Takviyesi - 85,1,131.04860107299396,131.04860107299396
2730,426,198,Suç ve Ceza Kitabı M - 198,1,229.87274258656782,229.87274258656782
2731,426,122,Multi-Vitamin Takviyesi - 122,3,476.6176835958859,1429.8530507876578
2732,426,28,Robot Vacuum Cleaner - 28,2,445.76455437812587,891.5291087562517
2733,427,187,Doğal Sabun - 187,3,270.00703312998803,810.0210993899641
2734,427,131,Solar Şarj Cihazı E - 131,2,335.7064077639264,671.4128155278528
2735,427,189,Bağışıklık Güçlendirici - 189,3,589.7062315264609,1769.1186945793827
2736,427,119,Wireless Gaming Mouse - 119,3,558.1252919118301,1674.3758757354904
2737,427,74,Multi-Vitamin Takviyesi - 74,2,825.2765443667378,1650.5530887334755
2738,427,3,Solar Şarj Cihazı E - 3,2,637.9720726580799,1275.9441453161598
2739,427,62,Aksiyon Kamerası - 62,1,481.49193203582934,481.49193203582934
2740,428,187,Doğal Sabun - 187,1,270.00703312998803,270.00703312998803
2741,428,35,Solar Şarj Cihazı E - 35,2,52.10486621713901,104.20973243427802
2742,428,41,Portable SSD 1TB - 41,1,65.93019188575984,65.93019188575984
2743,428,73,Konforlu Koltuk Takımı - 73,2,628.1817687244081,1256.3635374488163
2744,428,134,Organik Bal Q - 134,2,683.4250484288698,1366.8500968577396
2745,428,144,Ultra Hafif Tablet B - 144,2,518.1681007984189,1036.3362015968378
2746,428,191,Modern Kitaplık - 191,3,466.257883564774,1398.773650694322
2747,428,37,Bitkisel Şampuan - 37,1,183.11434189129434,183.11434189129434
2748,429,181,Akıllı Saat D - 181,2,987.2886590794112,1974.5773181588224
2749,429,21,Doğal Sabun - 21,1,305.3510676660038,305.3510676660038
2750,429,42,Fütüristik Mutfak Robotu J - 42,1,864.1423473398861,864.1423473398861
2751,429,85,Multi-Vitamin Takviyesi - 85,3,131.04860107299396,393.1458032189819
2752,429,11,Probiyotik - 11,3,897.6305838527329,2692.891751558199
2753,429,118,Anti-Aging Krem - 118,3,915.9468405850733,2747.84052175522
2754,430,142,Aksiyon Kamerası - 142,2,994.2498735323996,1988.4997470647993
2755,430,144,Ultra Hafif Tablet B - 144,3,518.1681007984189,1554.5043023952567
2756,430,77,Doğal Sabun - 77,3,681.1378426649893,2043.4135279949678
2757,430,51,Bağışıklık Güçlendirici - 51,2,54.031697080468575,108.06339416093715
2758,430,137,Nemlendirici Serum - 137,3,1001.5802820210389,3004.740846063117
2759,430,151,Su Matarası - 151,2,374.87775641508085,749.7555128301617
